"customerid","tenure","monthlycharges","ltv"
"4881-JVQOD",10,"34.55","345.50"
"0516-UXRMT",62,"92.05","5707.10"
"4851-BQDNX",40,"85.05","3402.00"
"5148-HKFIR",20,"19.7","394.0"
"1009-IRMNA",7,"20","140"
"3003-CMDUU",25,"95.15","2378.75"
"5016-IBERQ",23,"84.25","1937.75"
"6797-UCJHZ",66,"104.6","6903.6"
"2469-DTSGX",72,"111.65","8038.80"
"4554-YGZIH",49,"90.05","4412.45"
"5099-BAILX",43,"110.75","4762.25"
"9931-KGHOA",46,"55","2530"
"1775-KWJKQ",72,"89.85","6469.20"
"7665-VIGUD",10,"20.35","203.50"
"9411-TPQQV",40,"54.55","2182.00"
"7207-RMRDB",65,"105.5","6857.5"
"7954-MLBUN",31,"99.45","3082.95"
"2077-DDHJK",68,"70.9","4821.2"
"4913-EHYUI",56,"104.55","5854.80"
"0195-IESCP",10,"85.25","852.50"
"9574-BOSMD",68,"25.4","1727.2"
"4580-TMHJU",43,"56.15","2414.45"
"0970-ETWGE",1,"89.55","89.55"
"4908-XAXAY",49,"89.85","4402.65"
"8404-VLQFB",15,"25.25","378.75"
"1626-ERCMM",20,"94.55","1891.00"
"0887-HJGAR",1,"45.7","45.7"
"2391-IPLOP",50,"69.65","3482.50"
"5644-PDMZC",2,"89.5","179.0"
"3509-GWQGF",24,"70","1680"
"9576-ANLXO",3,"69.55","208.65"
"2024-BASKD",1,"74.6","74.6"
"5845-BZZIB",35,"20.1","703.5"
"1140-UKVZG",17,"24.8","421.6"
"4160-AMJTL",8,"19.65","157.20"
"5183-SNMJQ",10,"95.1","951.0"
"8100-PNJMH",68,"88.85","6041.80"
"7838-LAZFO",45,"78.8","3546.0"
"4464-JCOLN",2,"19.85","39.70"
"2085-JVGAD",37,"20.35","752.95"
"5650-VDUDS",4,"24.25","97.00"
"8095-WANWK",10,"45.25","452.50"
"3030-ZKIWL",1,"20.05","20.05"
"9565-FLVCG",65,"69.55","4520.75"
"8755-OGKNA",57,"19.5","1111.5"
"2800-VEQXM",3,"74.75","224.25"
"7538-GWHML",2,"69.65","139.30"
"5533-RJFTJ",49,"30.2","1479.8"
"3859-CVCET",4,"45.65","182.60"
"0214-JHPFW",70,"57.8","4046.0"
"5642-MHDQT",53,"19.85","1052.05"
"3088-FVYWK",53,"25.55","1354.15"
"3276-HDUEG",1,"75.05","75.05"
"4547-FZJWE",55,"59.45","3269.75"
"9092-GDZKO",22,"24.85","546.70"
"0823-HSCDJ",52,"49.15","2555.80"
"3729-OWRVL",65,"110.35","7172.75"
"2324-AALNO",48,"24.55","1178.40"
"0822-GAVAP",2,"34.7","69.4"
"5760-IFJOZ",3,"107.95","323.85"
"2826-UWHIS",45,"81.4","3663.0"
"1448-PWKYE",1,"80","80"
"7501-IWUNG",61,"73.8","4501.8"
"4957-TREIR",3,"64.4","193.2"
"7251-LJBQN",40,"103.75","4150.00"
"8040-MNRTF",1,"71.1","71.1"
"1536-HBSWP",1,"49.9","49.9"
"5313-FPXWG",51,"24.6","1254.6"
"0067-DKWBL",2,"49.25","98.50"
"0946-FKYTX",52,"30.1","1565.2"
"5076-YVXCM",51,"83.4","4253.4"
"8262-COGGB",1,"20.45","20.45"
"6663-JOCQO",31,"75.25","2332.75"
"9620-QJREV",47,"20.55","965.85"
"2276-YDAVZ",3,"75.1","225.3"
"2682-KEVRP",22,"20.05","441.10"
"2480-JZOSN",1,"20.65","20.65"
"0078-XZMHT",72,"85.15","6130.80"
"5896-NPFWW",3,"50.15","150.45"
"9978-HYCIN",47,"84.95","3992.65"
"8338-QIUNR",72,"66.5","4788.0"
"1525-LNLOJ",66,"63.3","4177.8"
"9450-TRJUU",35,"83.15","2910.25"
"1766-GKNMI",29,"84.9","2462.1"
"6942-LBFDP",2,"20.55","41.10"
"1456-TWCGB",4,"49.25","197.00"
"7133-VBDCG",25,"79.85","1996.25"
"7596-ZYWBB",65,"59.6","3874.0"
"8329-UTMVM",27,"104.65","2825.55"
"3014-WJKSM",29,"75.3","2183.7"
"3347-YJZZE",29,"80.1","2322.9"
"1029-QFBEN",1,"19.55","19.55"
"7929-DMBCV",20,"81","1620"
"9661-JALZV",58,"24.7","1432.6"
"5433-KYGHE",14,"86","1204"
"4312-KFRXN",72,"25.4","1828.8"
"5575-TPIZQ",46,"89.15","4100.90"
"0114-IGABW",71,"58.25","4135.75"
"9944-AEXBM",32,"85.65","2740.80"
"1853-ARAAQ",26,"50.35","1309.10"
"6952-OMNWB",68,"80.35","5463.80"
"4697-LUPSU",2,"20.2","40.4"
"8434-VGEQQ",61,"20.55","1253.55"
"4952-YSOGZ",4,"85.95","343.80"
"1589-AGTLK",3,"45.35","136.05"
"5244-IRFIH",33,"94.5","3118.5"
"6549-YMFAW",9,"21.25","191.25"
"4950-HKQTE",22,"26.25","577.50"
"6786-OBWQR",5,"80.85","404.25"
"2684-EIWEO",30,"91.7","2751.0"
"2753-JMMCV",65,"74.2","4823.0"
"6439-GTPCA",45,"87.25","3926.25"
"6621-YOBKI",5,"20.35","101.75"
"1216-JWVUX",25,"75.5","1887.5"
"7564-GHCVB",72,"79.05","5691.60"
"1173-NOEYG",27,"90.15","2434.05"
"7595-EHCDL",32,"50.6","1619.2"
"6647-ZEDXT",30,"110.45","3313.50"
"2521-NPUZR",70,"101","7070"
"1307-TVUFB",42,"79.35","3332.70"
"7503-MIOGA",72,"89.85","6469.20"
"4381-MHQDC",47,"65","3055"
"6923-JHPMP",2,"80.45","160.90"
"5138-WVKYJ",10,"98.55","985.50"
"4018-PPNDW",61,"24.1","1470.1"
"1635-FJFCC",5,"44.05","220.25"
"2499-AJYUA",72,"110.8","7977.6"
"6919-ELBGL",72,"114.95","8276.40"
"3966-HRMZA",3,"75.05","225.15"
"6425-JWTDV",48,"19.25","924.00"
"8405-IGQFX",63,"90.05","5673.15"
"8224-IVVPA",27,"56.7","1530.9"
"9477-LGWQI",70,"80.15","5610.50"
"1410-RSCMR",7,"71.35","499.45"
"0139-IVFJG",2,"90.35","180.70"
"6683-VLCTZ",20,"98.55","1971.00"
"5730-DBDSI",66,"19.7","1300.2"
"0030-FNXPP",3,"19.85","59.55"
"2189-WWOEW",15,"85.9","1288.5"
"5684-FJVYR",72,"90.35","6505.20"
"4013-GUXND",1,"20.8","20.8"
"1894-IGFSG",22,"89.25","1963.50"
"7379-POKDZ",3,"70.3","210.9"
"1266-NZYUI",72,"66.85","4813.20"
"7969-FFOWG",65,"19.9","1293.5"
"4718-DHSMV",11,"35.8","393.8"
"5175-WLYXL",22,"78.85","1734.70"
"7817-OMJNA",14,"20.4","285.6"
"8728-SKJLR",41,"74.25","3044.25"
"3137-NYQQI",17,"64.8","1101.6"
"7706-DZNKK",11,"20.45","224.95"
"0236-HFWSV",15,"93.35","1400.25"
"3900-AQPHZ",1,"19.9","19.9"
"5842-POCOP",5,"88.9","444.5"
"2037-XJFUP",33,"95.8","3161.4"
"8823-RLPWL",72,"110.65","7966.80"
"9505-SQFSW",3,"40.3","120.9"
"7314-OXENN",2,"82","164"
"3758-CKOQL",59,"107","6313"
"0322-CHQRU",2,"45.35","90.70"
"5676-CFLYY",71,"73.35","5207.85"
"7521-AFHAB",5,"44.8","224.0"
"0285-INHLN",27,"54.75","1478.25"
"4678-DVQEO",1,"52.2","52.2"
"5125-CNDSP",63,"40.6","2557.8"
"0691-IFBQW",46,"110","5060"
"4992-LTJNE",72,"55.3","3981.6"
"2202-OUTMO",34,"60.85","2068.90"
"0810-BDHAW",24,"78.4","1881.6"
"0229-LFJAF",72,"69.65","5014.80"
"7131-ZQZNK",60,"59.85","3591.00"
"3442-ZHHCC",68,"76.9","5229.2"
"5726-CVNYA",8,"19.85","158.80"
"9871-ELEYA",34,"67.65","2300.10"
"4257-GAESD",6,"45","270"
"5173-WXOQV",2,"64.2","128.4"
"2040-OBMLJ",31,"81.7","2532.7"
"6286-ZHAOK",20,"25.55","511.00"
"3807-XHCJH",1,"20","20"
"3009-JWMPU",62,"96.75","5998.50"
"5671-RQRLP",70,"75.65","5295.50"
"1450-GALXR",10,"98.5","985.0"
"8859-AXJZP",39,"23.8","928.2"
"3174-AKMAS",46,"64.2","2953.2"
"3138-BKYAV",6,"85.35","512.10"
"9926-PJHDQ",72,"76.8","5529.6"
"7382-DFJTU",18,"55.2","993.6"
"2798-NYLMZ",71,"108.55","7707.05"
"4289-DTDKW",40,"101.3","4052.0"
"1820-TQVEV",1,"69.55","69.55"
"2239-JALAW",58,"103.25","5988.50"
"4853-RULSV",70,"104","7280"
"8098-TDCBU",42,"25.25","1060.50"
"3551-GAEGL",34,"30.4","1033.6"
"4785-NKHCX",5,"20.05","100.25"
"3196-NVXLZ",25,"84.6","2115.0"
"6275-YDUVO",2,"86.2","172.4"
"0036-IHMOT",55,"103.7","5703.5"
"0115-TFERT",21,"111.2","2335.2"
"4178-EGMON",70,"88","6160"
"4220-TINQT",61,"106.35","6487.35"
"5318-YKDPV",43,"79.15","3403.45"
"7975-TZMLR",47,"103.1","4845.7"
"0295-QVKPB",5,"63.95","319.75"
"4335-BSMJS",62,"25.8","1599.6"
"2311-QYMUQ",16,"89.45","1431.20"
"3643-AHCFP",7,"95.6","669.2"
"9146-JRIOX",14,"25.55","357.70"
"3104-OWCGK",60,"90.95","5457.00"
"5337-IIWKZ",34,"44.85","1524.90"
"9101-BWFSS",50,"108.55","5427.50"
"9650-VBUOG",38,"25.05","951.90"
"3487-EARAT",70,"74.1","5187.0"
"2672-TGEFF",37,"88.8","3285.6"
"9231-ZJYAM",4,"78.85","315.40"
"4250-WAROZ",60,"93.25","5595.00"
"8184-WMOFI",62,"71.4","4426.8"
"6982-SSHFK",1,"44.4","44.4"
"6092-QZVPP",36,"79.2","2851.2"
"4625-LAMOB",44,"20.4","897.6"
"0727-BMPLR",55,"100","5500"
"0392-BZIUW",72,"105","7560"
"1038-ZAGBI",12,"19.8","237.6"
"6549-NNDYT",13,"30.85","401.05"
"3027-ZTDHO",1,"89.9","89.9"
"0422-OHQHQ",15,"20.55","308.25"
"6916-HIJSE",65,"84.85","5515.25"
"2316-ESMLS",12,"33.15","397.80"
"9778-OGKQZ",72,"92","6624"
"7408-OFWXJ",72,"89.8","6465.6"
"6007-TCTST",72,"115.8","8337.6"
"2252-NKNSI",52,"85.15","4427.80"
"8713-IGZSO",2,"24.85","49.70"
"7905-TVXTA",5,"64.35","321.75"
"7695-PKLCZ",68,"20.5","1394.0"
"2382-BCKQJ",62,"100.15","6209.30"
"8374-UULRV",72,"86.05","6195.60"
"2207-NHRJK",1,"50.8","50.8"
"3224-DFQNQ",66,"89","5874"
"5275-PMFUT",72,"64.8","4665.6"
"4795-UXVCJ",26,"19.8","514.8"
"9777-IQHWP",64,"93.4","5977.6"
"0947-MUGVO",20,"73.65","1473.00"
"9944-HKVVB",3,"95.1","285.3"
"4124-MMETB",22,"94.65","2082.30"
"3671-SHRSP",4,"80.6","322.4"
"0979-MOZQI",62,"39","2418"
"2732-ISEZX",5,"20.5","102.5"
"3313-QKNKB",59,"85.55","5047.45"
"0323-XWWTN",3,"26.4","79.2"
"1937-OTUKY",72,"98.2","7070.4"
"1573-LGXBA",57,"97.55","5560.35"
"1764-VUUMT",66,"19.95","1316.70"
"5073-WXOYN",60,"50.8","3048.0"
"4713-ZBURT",45,"99.7","4486.5"
"3050-GBUSH",3,"34.8","104.4"
"0207-MDKNV",15,"105.1","1576.5"
"7876-AEHIG",51,"60.15","3067.65"
"7945-HLKEA",60,"64.75","3885.00"
"9342-VNIMQ",33,"54.65","1803.45"
"9851-KIELU",10,"110.1","1101.0"
"3523-BRGUW",26,"19.3","501.8"
"3908-BLSYF",6,"83.9","503.4"
"3199-NPKCN",67,"111.25","7453.75"
"5170-PTRKA",49,"35.8","1754.2"
"4661-NJEUX",1,"20.05","20.05"
"2123-AGEEN",7,"84.35","590.45"
"1258-YMZNM",27,"110.5","2983.5"
"0048-LUMLS",37,"91.2","3374.4"
"7549-MYGPK",63,"100.55","6334.65"
"5898-IGSLP",31,"89.3","2768.3"
"3804-RVTGV",50,"103.85","5192.50"
"6259-WJQLC",32,"81.1","2595.2"
"9227-LUNBG",1,"24.6","24.6"
"7997-EASSD",63,"81.2","5115.6"
"0730-KOAVE",30,"94.3","2829.0"
"8975-SKGRX",71,"116.1","8243.1"
"0678-RLHVP",53,"105.55","5594.15"
"4315-MURBD",12,"98.9","1186.8"
"2267-FPIMA",50,"94.4","4720.0"
"1051-GEJLJ",2,"19.5","39.0"
"9734-YWGEX",9,"98.3","884.7"
"2719-BDAQO",17,"93.85","1595.45"
"5285-MVEHD",56,"105.6","5913.6"
"0379-DJQHR",67,"81.35","5450.45"
"0781-LKXBR",9,"100.5","904.5"
"5543-QDCRY",4,"56.4","225.6"
"0297-RBCSG",19,"65.35","1241.65"
"4694-PHWFW",8,"19.95","159.60"
"0835-JKADZ",71,"111.25","7898.75"
"1907-UBQFC",10,"72.85","728.50"
"7508-SMHXL",15,"89","1335"
"3865-YIOTT",72,"106.1","7639.2"
"5993-BQHEA",12,"20.05","240.60"
"6024-RUGGH",72,"25.2","1814.4"
"6513-EECDB",1,"73.55","73.55"
"3956-CJUST",23,"75.4","1734.2"
"4079-WWQQQ",72,"65.55","4719.60"
"6103-BOCOU",26,"80.7","2098.2"
"5149-TGWDZ",21,"104.55","2195.55"
"7471-WNSUF",60,"24.15","1449.00"
"8942-DBMHZ",12,"20.45","245.40"
"4301-VVZKA",16,"75.4","1206.4"
"9199-PWQVC",63,"79.7","5021.1"
"4824-GUCBY",22,"81.7","1797.4"
"5393-HJZSM",32,"76.3","2441.6"
"7074-IEVOJ",3,"79.4","238.2"
"9625-QSTYE",13,"81.15","1054.95"
"0862-PRCBS",68,"103.75","7055.00"
"8812-ZRHFP",30,"86.45","2593.50"
"5146-CBVOE",16,"75.1","1201.6"
"0454-OKRCT",33,"80.6","2659.8"
"5787-KXGIY",72,"19.3","1389.6"
"4750-ZRXIU",4,"84.6","338.4"
"4198-VFOEA",12,"33.6","403.2"
"6630-UJZMY",4,"83.25","333.00"
"6400-BWQKW",6,"79.05","474.30"
"2692-AQCPF",65,"108.05","7023.25"
"0347-UBKUZ",15,"19.9","298.5"
"0835-DUUIQ",24,"21.05","505.20"
"0811-GSDTP",13,"30.15","391.95"
"7567-ECMCM",24,"79.85","1916.40"
"6115-ZTBFQ",72,"65.5","4716.0"
"6353-BRMMA",54,"104.1","5621.4"
"6680-WKXRZ",3,"74.4","223.2"
"6231-WFGFH",4,"20.5","82.0"
"9904-EHEVJ",32,"91.35","2923.20"
"7028-DVOIQ",35,"99.05","3466.75"
"6169-PPETC",35,"20.5","717.5"
"4208-UFFGW",2,"44.95","89.90"
"8584-KMVXD",8,"75.6","604.8"
"8467-WYNSR",22,"55.1","1212.2"
"0851-DFJKB",15,"58.95","884.25"
"5382-SOYZL",22,"95.1","2092.2"
"9448-REEVD",1,"44.7","44.7"
"3261-CQXOL",71,"25.45","1806.95"
"8388-FYNPZ",4,"56.75","227.00"
"4002-BQWPQ",25,"81.75","2043.75"
"5651-YLPRD",32,"86.1","2755.2"
"2826-DXLQO",7,"29.8","208.6"
"4378-BZYFP",17,"20.5","348.5"
"9489-UTFKA",8,"60.9","487.2"
"4849-PYRLQ",56,"73.25","4102.00"
"9117-SHLZX",1,"45.7","45.7"
"9889-TMAHG",8,"100.3","802.4"
"4541-RMRLG",7,"19.25","134.75"
"7764-BDPEE",3,"20.85","62.55"
"3429-IFLEM",71,"77.35","5491.85"
"3158-MOERK",2,"96","192"
"7294-TMAOP",1,"90.55","90.55"
"5002-GCQFH",49,"93.85","4598.65"
"0556-FJEGU",58,"70.1","4065.8"
"8919-FYFQZ",44,"30.35","1335.40"
"0604-THJFP",59,"75.95","4481.05"
"2834-JRTUA",71,"108.05","7671.55"
"5875-YPQFJ",1,"69.9","69.9"
"5879-SESNB",11,"75.25","827.75"
"6646-QVXLR",62,"103.75","6432.50"
"6461-PPAXN",35,"54.95","1923.25"
"3318-ISQFQ",20,"19.5","390.0"
"1106-HRLKZ",40,"19.6","784.0"
"2483-XSSMZ",39,"47.85","1866.15"
"8603-IJWDN",1,"86.6","86.6"
"8165-ZJRNM",72,"23.75","1710.00"
"9369-XFEHK",33,"80.6","2659.8"
"2604-XVDAM",12,"43.8","525.6"
"3717-OFRTN",1,"19.75","19.75"
"9046-JBFWA",27,"19.15","517.05"
"3280-NMUVX",34,"19.6","666.4"
"1206-EHBDD",56,"80.3","4496.8"
"8361-LBRDI",58,"24.35","1412.30"
"4883-KCPZJ",22,"25.25","555.50"
"9108-EQPNQ",10,"26.1","261.0"
"7277-KAMWT",13,"20","260"
"3842-IYKUE",35,"85.3","2985.5"
"6641-XRPSU",34,"70","2380"
"1374-DMZUI",4,"94.3","377.2"
"2545-LXYVJ",72,"20.7","1490.4"
"3234-VKACU",2,"70.3","140.6"
"8357-EQXFO",7,"95.35","667.45"
"1989-PRJHP",27,"75.5","2038.5"
"8120-JDCAM",4,"69.55","278.20"
"8917-FAEMR",37,"19.85","734.45"
"7047-YXDMZ",21,"20","420"
"2858-EIMXH",53,"95.85","5080.05"
"9524-EGPJC",18,"90.1","1621.8"
"6993-OHLXR",2,"68.95","137.90"
"8818-XYFCQ",32,"99.55","3185.60"
"6419-ZTTLE",23,"20.75","477.25"
"0929-HYQEW",3,"50.15","150.45"
"6614-YOLAC",71,"58.65","4164.15"
"7426-RHZGU",9,"95.9","863.1"
"4065-JJAVA",1,"49.5","49.5"
"4695-VADHF",18,"57.45","1034.10"
"3863-IUBJR",12,"53.65","643.80"
"7649-SIJJF",71,"80.1","5687.1"
"9361-YNQWJ",64,"24.4","1561.6"
"3748-FVMZZ",4,"40.05","160.20"
"9391-TTOYH",23,"19.5","448.5"
"1452-XRSJV",39,"51.05","1990.95"
"3422-WJOYD",28,"54.35","1521.80"
"8242-SOQUO",5,"84.7","423.5"
"7460-ITWWP",45,"86.1","3874.5"
"7147-AYBAA",37,"70.35","2602.95"
"7868-TMWMZ",60,"110","6600"
"4822-RVYBB",8,"100.6","804.8"
"6732-FZUGP",47,"94.9","4460.3"
"8436-BJUMM",26,"83.75","2177.50"
"4184-TJFAN",3,"88.3","264.9"
"8329-GWVPJ",50,"69.75","3487.50"
"1352-VHKAJ",27,"71.6","1933.2"
"4145-UQXUQ",8,"92.1","736.8"
"2632-TACXW",62,"23.65","1466.30"
"8146-QQKZH",71,"81.85","5811.35"
"1767-CJKBA",66,"25.1","1656.6"
"6445-TNRXS",68,"114.7","7799.6"
"4581-LNWUM",13,"49.15","638.95"
"4869-EPIUS",56,"80.9","4530.4"
"9948-YPTDG",38,"79.45","3019.10"
"1236-WFCDV",14,"90.45","1266.30"
"1915-OAKWD",16,"19.3","308.8"
"7296-PIXQY",14,"70.2","982.8"
"4883-QICIH",32,"69.75","2232.00"
"3354-OADJP",8,"54.25","434.00"
"3524-WQDSG",43,"99.3","4269.9"
"0810-DHDBD",52,"74","3848"
"4026-SKKHW",3,"50.25","150.75"
"2829-HYVZP",29,"19.8","574.2"
"8329-IBCTI",1,"19.65","19.65"
"1271-SJBGZ",12,"43.65","523.80"
"3845-JHAMY",16,"35.5","568.0"
"7013-PSXHK",40,"80.75","3230.00"
"5669-SRAIP",5,"39.5","197.5"
"5981-ITEMU",40,"97.1","3884.0"
"3486-NPGST",36,"19.55","703.80"
"6941-PMGEP",5,"80","400"
"1624-WOIWJ",10,"84.7","847.0"
"2074-GKOWZ",2,"89.55","179.10"
"0376-YMCJC",23,"90.6","2083.8"
"6100-FJZDG",26,"20.05","521.30"
"4829-ZLJTK",72,"112.4","8092.8"
"1730-VFMWO",34,"50.2","1706.8"
"7143-BQIBA",10,"62.25","622.50"
"3800-LYTRK",14,"55.7","779.8"
"0634-SZPQA",23,"90.05","2071.15"
"9646-NMHXE",47,"19.65","923.55"
"7030-NJVDP",24,"89.25","2142.00"
"5536-RTPWK",49,"99.05","4853.45"
"8883-GRDWQ",20,"54","1080"
"6166-ILMNY",2,"69.75","139.50"
"3097-NNSPB",2,"49.05","98.10"
"7771-ZONAT",22,"56.75","1248.50"
"0655-RBDUG",7,"98.05","686.35"
"2111-DWYHN",1,"21.1","21.1"
"4194-WHFCB",59,"96.65","5702.35"
"4121-AGSIN",58,"24.5","1421.0"
"4361-BKAXE",41,"114.5","4694.5"
"9845-PEEKO",59,"79.2","4672.8"
"0455-XFASS",3,"69.55","208.65"
"0301-KOBTQ",32,"20.05","641.60"
"1751-NCDLI",46,"98.85","4547.10"
"9878-TNQGW",2,"80.95","161.90"
"9170-ARBTB",52,"19.6","1019.2"
"4441-NIHPT",13,"74.3","965.9"
"8999-BOHSE",11,"89.7","986.7"
"7241-AJHFS",32,"87.65","2804.80"
"7029-RPUAV",17,"100.45","1707.65"
"4546-FOKWR",16,"74.75","1196.00"
"9036-CSKBW",51,"107.45","5479.95"
"5832-TRLPB",29,"75.35","2185.15"
"8590-YFFQO",70,"64.95","4546.50"
"8659-IOOPU",71,"100.45","7131.95"
"1338-CECEE",41,"68.5","2808.5"
"7439-DKZTW",1,"80.55","80.55"
"4646-QZXTF",7,"81.25","568.75"
"4607-CHPCA",25,"90.4","2260.0"
"9742-XOKTS",67,"89.55","5999.85"
"6921-OZMFH",5,"55.7","278.5"
"9578-FOMUK",15,"24.8","372.0"
"4712-UYOOI",20,"20","400"
"8824-RWFXJ",3,"56.15","168.45"
"7722-CVFXN",54,"105.2","5680.8"
"8717-VCTXJ",42,"19.55","821.10"
"7363-QTBIW",9,"79.75","717.75"
"4159-NAAIX",63,"97.45","6139.35"
"0971-QIFJK",69,"24.25","1673.25"
"9397-TZSHA",69,"24.6","1697.4"
"3391-JSQEW",40,"50.15","2006.00"
"0343-QLUZP",60,"39.6","2376.0"
"9763-PDTKK",4,"94.4","377.6"
"2176-LVPNX",71,"89.85","6379.35"
"7627-JKIAZ",37,"78.95","2921.15"
"3312-UUMZW",32,"98.85","3163.20"
"1271-UODNO",39,"53.85","2100.15"
"8461-EFQYM",38,"24.25","921.50"
"6900-RBKER",52,"89.45","4651.40"
"6891-JPYFF",48,"105.25","5052.00"
"1459-QNFQT",70,"59.5","4165.0"
"1047-NNCBF",20,"70.55","1411.00"
"3696-XRIEN",50,"82.5","4125.0"
"4081-DYXAV",19,"44.85","852.15"
"0074-HDKDG",25,"61.6","1540.0"
"8791-GFXLZ",12,"49.05","588.60"
"8111-SLLHI",39,"105.65","4120.35"
"0927-LCSMG",7,"74.65","522.55"
"9330-DHBFL",23,"66.25","1523.75"
"0098-BOWSO",27,"19.4","523.8"
"3452-ABWRL",47,"86.05","4044.35"
"5859-HZYLF",26,"19.15","497.90"
"8257-RZAHR",14,"64.7","905.8"
"5293-WXJAK",11,"104.05","1144.55"
"3156-QLHBO",2,"19.25","38.50"
"2208-NQBCT",26,"81.95","2130.70"
"1779-PWPMG",72,"114.65","8254.80"
"6621-NRZAK",63,"20","1260"
"0831-JNISG",71,"19.8","1405.8"
"0774-IFUVM",11,"65.15","716.65"
"3082-WQRVY",14,"19.65","275.10"
"9553-DLCLU",13,"88.95","1156.35"
"1641-BYBTK",6,"20.2","121.2"
"2460-NGXBJ",11,"75.2","827.2"
"2446-ZKVAF",18,"56.8","1022.4"
"0841-NULXI",1,"35.55","35.55"
"3522-CDKHF",32,"75.5","2416.0"
"1430-SFQSA",29,"35.6","1032.4"
"0411-EZJZE",3,"60.25","180.75"
"7851-WZEKY",2,"95.15","190.30"
"8844-TONUD",13,"96.65","1256.45"
"8807-ARQET",41,"40.35","1654.35"
"8992-CEUEN",1,"18.85","18.85"
"4320-QMLLA",7,"54.85","383.95"
"8777-PVYGU",52,"64.3","3343.6"
"8292-ITGYJ",45,"24.65","1109.25"
"6870-ZWMNX",70,"76.1","5327.0"
"0621-CXBKL",53,"18.7","991.1"
"5268-DSMNQ",62,"97.95","6072.90"
"5334-JLAXU",60,"94.1","5646.0"
"4086-YQSNZ",3,"80.4","241.2"
"6242-MBHPK",23,"95.1","2187.3"
"5868-CZJDR",1,"31.35","31.35"
"9359-UGBTK",67,"72.35","4847.45"
"0135-NMXAP",12,"89.75","1077.00"
"4782-OSFXZ",71,"82.7","5871.7"
"6479-OAUSD",25,"19.9","497.5"
"7129-ACFOG",5,"53.8","269.0"
"4189-NAKJS",26,"51.55","1340.30"
"5562-BETPV",1,"19.65","19.65"
"1282-IHQAC",70,"44.05","3083.50"
"9127-FHJBZ",72,"114","8208"
"6270-OMFIW",60,"94.4","5664.0"
"1641-RQDAY",32,"100.4","3212.8"
"0107-WESLM",1,"19.85","19.85"
"6994-ORCWG",14,"54.25","759.50"
"1346-UFHAX",13,"80","1040"
"3992-YWPKO",6,"109.9","659.4"
"2933-XEUJM",46,"79.2","3643.2"
"0125-LZQXK",15,"101.35","1520.25"
"5461-QKNTN",43,"94.3","4054.9"
"4835-YSJMR",39,"49.8","1942.2"
"8399-YNDCH",21,"60.05","1261.05"
"3164-YAXFY",57,"53.75","3063.75"
"0887-WBJVH",53,"93.45","4952.85"
"4660-IRIBM",18,"87.9","1582.2"
"5673-FSSMF",1,"60.15","60.15"
"7670-ZBPOQ",58,"61.05","3540.90"
"8089-UZWLX",71,"104.05","7387.55"
"0080-OROZO",35,"99.25","3473.75"
"3916-NRPAP",3,"85.7","257.1"
"6807-SIWJI",38,"104.85","3984.30"
"8221-HVAYI",35,"69.15","2420.25"
"1579-KLYDT",7,"90.45","633.15"
"5232-NXPAY",47,"74.45","3499.15"
"8967-SZQAS",14,"50.45","706.30"
"4468-KAZHE",20,"60","1200"
"0455-ENTCR",66,"85.25","5626.50"
"8944-AILEF",15,"19.45","291.75"
"5542-NKVRU",42,"20.75","871.50"
"7126-RBHSD",17,"78.9","1341.3"
"5370-IIVVL",37,"104.5","3866.5"
"6789-HJBWG",12,"49.4","592.8"
"3927-NLNRY",53,"94.25","4995.25"
"9087-EYCPR",60,"25","1500"
"6791-YBNAK",18,"25.55","459.90"
"6358-LYNGM",1,"74.9","74.9"
"6077-BDPXA",3,"70.15","210.45"
"0013-MHZWF",9,"69.4","624.6"
"5494-HECPR",1,"80.25","80.25"
"8268-YDIXR",56,"93.15","5216.40"
"9824-BEMCV",17,"69","1173"
"1373-ORVIZ",11,"66.35","729.85"
"4291-SHSBH",7,"69.55","486.85"
"6980-IMXXE",69,"20.2","1393.8"
"9866-QEVEE",19,"86","1634"
"9897-KXHCM",3,"80.3","240.9"
"0040-HALCW",54,"20.4","1101.6"
"0784-GTUUK",62,"23.75","1472.50"
"7979-CORPM",24,"90.55","2173.20"
"2294-DMMUS",62,"70.45","4367.90"
"0872-JCPIB",17,"65.75","1117.75"
"3055-MJDSB",9,"24.6","221.4"
"9091-WTUUY",64,"69.25","4432.00"
"1618-CFHME",2,"75.9","151.8"
"3165-HDOEW",1,"45.85","45.85"
"6581-NQCBA",16,"49.95","799.20"
"7115-IRDHS",72,"24.65","1774.80"
"8496-DMZUK",30,"90.4","2712.0"
"2040-VZIKE",49,"100.85","4941.65"
"9068-VPWQQ",61,"75.35","4596.35"
"0178-SZBHO",47,"87.2","4098.4"
"0384-RVBPI",20,"64.4","1288.0"
"1689-MRZQR",34,"78.3","2662.2"
"1299-AURJA",70,"24.7","1729.0"
"4525-VZCZG",54,"105.85","5715.90"
"1543-LLLFT",61,"98.3","5996.3"
"5835-BEQEU",3,"76.95","230.85"
"2788-CJQAQ",13,"19.45","252.85"
"5565-FILXA",16,"96.15","1538.40"
"0319-QZTCO",3,"58.7","176.1"
"2120-SMPEX",25,"20.15","503.75"
"0096-FCPUF",30,"64.5","1935.0"
"0668-OGMHD",21,"28.5","598.5"
"5552-ZNFSJ",1,"45.3","45.3"
"2223-KAGMX",15,"19.4","291.0"
